1 0.774597 0.6 0.373002 0.52 0.391077 0.433861 0.410792 0.283422 0.274369 0.240655 0.353189 0.332182 0.389446 0.259633 0.330442 0.354689 0.240807 0.267456 0.296857 0.350016 0.188478 0.322475 0.322435 0.179749 0.320809 0.244733 0.289624 0.328877 0.319093 0.311838 0.238103 0.283662 0.350081 0.3253 0.283067 0.303435 0.301486 0.342874 0.321069 0.313394 0.253468 0.228261 0.257493 0.311146 0.323746 0.324298 0.215006 0.2147 0.298897 0.314962 0.299103 0.289444 0.304061 0.315113 0.289696 0.309573 0.233509 0.23938 0.293908 0.302377 0.289093 0.272307 0.241178 0.284675 0.317126 0.308735 0.313623 0.253534 0.320913 0.21355 0.305156 0.212859 0.246799 0.284204 0.309075 0.275534 0.308672 0.237958 0.236239 0.314668 0.245276 0.285221 0.208612 0.312282 0.309475 0.240296 0.260238 0.223497 0.284286 0.207661 0.28185 0.286726 0.299883 0.287957 0.265355 0.292191 0.286456 0.247562 0.243789 0.254412 0.209452 0.302482 0.202211 0.262816 0.220622 0.290628 0.292904 0.206608 0.232599 0.202158 0.28936 0.244194 0.285905 0.282417 0.26323 0.274744 0.225816 0.206018 0.210048 0.242211 0.223545 0.275492 0.244314 0.26392 0.253112 0.283967 0.198107 0.233214 0.270874 0.27674 0.209142 0.262004 0.272513 0.217717 0.286631 0.281931 0.272828 0.229199 0.208591 0.261326 0.213555 0.211479 0.239206 0.213357 0.244934 0.251474 0.203245 0.211329 0.208017 0.254823 0.275153 0.267832 0.241071 0.212434 0.228623 0.238374 0.264741 0.212 0.277285 0.222056 0.213392 0.264592 0.212875 0.272534 0.240236 0.227281 0.255509 0.267376 0.20856 0.229005 0.224511 0.204119 0.259659 0.235552 0.222983 0.271829 0.23063 0.24372 0.199955 0.260837 0.257951 0.245843 0.227909 0.216636 0.256527 0.206465 0.224727 0.248078 0.23541 0.205051 0.25989 0.26104 0.229971 0.257116 0.224504 0.264952 0.201223 0.24051
0.774597 1 0.774597 0.722315 0.774597 0.699062 0.735147 0.707107 0.62725 0.817405 0.62137 0.746124 0.696873 0.728153 0.639899 0.685606 0.805274 0.799408 0.665906 0.682647 0.711694 0.766471 0.700625 0.696995 0.759453 0.702275 0.794967 0.688322 0.710352 0.702734 0.813913 0.794089 0.689329 0.731733 0.713933 0.783081 0.755485 0.757949 0.739855 0.720867 0.713982 0.789192 0.791963 0.794121 0.726339 0.730097 0.728792 0.783732 0.783557 0.742065 0.734844 0.720481 0.710885 0.743023 0.729603 0.781131 0.727035 0.79307 0.79275 0.722148 0.747512 0.750536 0.787803 0.797079 0.758739 0.750582 0.744508 0.744114 0.776412 0.750019 0.782967 0.773583 0.781011 0.78401 0.761243 0.751861 0.757969 0.751996 0.78995 0.79561 0.759345 0.794856 0.767641 0.780089 0.761513 0.757932 0.793801 0.775992 0.785287 0.786454 0.778324 0.772518 0.75121 0.758163 0.770837 0.789284 0.757035 0.752556 0.783023 0.792161 0.796148 0.780592 0.773497 0.775628 0.789997 0.787595 0.772045 0.768242 0.778757 0.792749 0.775899 0.767877 0.790485 0.77238 0.77646 0.792168 0.792976 0.787122 0.778282 0.780974 0.7872 0.788251 0.785856 0.791738 0.777591 0.79178 0.77851 0.773356 0.792635 0.788333 0.774084 0.780223 0.793882 0.781375 0.78466 0.78226 0.783207 0.78675 0.790948 0.779817 0.782848 0.782685 0.780577 0.794091 0.783121 0.790522 0.789986 0.776597 0.781746 0.779489 0.796929 0.784952 0.784433 0.78923 0.782373 0.788766 0.792051 0.79026 0.781502 0.7882 0.786303 0.78271 0.779396 0.781322 0.788214 0.791345 0.789853 0.785983 0.790777 0.780056 0.788905 0.786273 0.77692 0.789831 0.789743 0.786745 0.788472 0.790504 0.79254 0.774421 0.794057 0.788715 0.786934 0.787962 0.783378 0.795679 0.778702 0.785862 0.788027 0.790451 0.777783 0.791157 0.792296 0.788533 0.791747 0.788491 0.794049 0.775358 0.790355
0.6 0.774597 1 0.746004 0.92 0.752071 0.705024 0.684653 0.607332 0.696475 0.625704 0.674269 0.692046 0.765463 0.637282 0.684488 0.721608 0.607752 0.649537 0.649374 0.682532 0.584282 0.684276 0.682361 0.604611 0.655566 0.68683 0.671401 0.670403 0.70701 0.705024 0.648169 0.661878 0.705719 0.693973 0.687448 0.693566 0.714046 0.70534 0.693323 0.700528 0.661005 0.618207 0.686649 0.703275 0.700767 0.68463 0.602861 0.619327 0.682097 0.694433 0.671157 0.670662 0.702235 0.691878 0.693071 0.671838 0.643049 0.634877 0.679465 0.688391 0.676668 0.679127 0.652787 0.688731 0.69298 0.693197 0.68658 0.666264 0.697155 0.617873 0.704632 0.627375 0.65166 0.677308 0.697335 0.677248 0.697001 0.656347 0.636819 0.69711 0.655738 0.691297 0.611448 0.696273 0.700869 0.64079 0.670171 0.638234 0.681384 0.609586 0.680777 0.683082 0.683067 0.686016 0.672939 0.683122 0.675074 0.660166 0.652859 0.665541 0.612548 0.694158 0.602743 0.670769 0.61966 0.681859 0.689622 0.601378 0.63453 0.610115 0.685889 0.659688 0.69182 0.676406 0.672304 0.684235 0.639232 0.607921 0.60662 0.648719 0.623923 0.681306 0.659814 0.671943 0.655495 0.685988 0.597467 0.642529 0.677967 0.676475 0.612047 0.665798 0.676014 0.622914 0.690589 0.686378 0.679104 0.637643 0.611286 0.671362 0.617732 0.614568 0.643577 0.61218 0.658789 0.665009 0.609734 0.609602 0.610543 0.660905 0.6805 0.678242 0.648627 0.611236 0.63594 0.642177 0.67283 0.620674 0.68431 0.633177 0.617582 0.672039 0.616348 0.672487 0.648885 0.63516 0.666279 0.675731 0.61138 0.636394 0.635317 0.610011 0.667526 0.643374 0.629257 0.674367 0.634232 0.652986 0.604357 0.670886 0.669767 0.656705 0.634811 0.625592 0.662971 0.604261 0.630545 0.655014 0.639278 0.602468 0.664164 0.665917 0.637168 0.665972 0.626101 0.670792 0.601616 0.652812
0.373002 0.722315 0.746004 1 0.932505 0.99586 0.973514 0.989586 0.972217 0.787232 0.964973 0.980565 0.987364 0.983037 0.968437 0.968437 0.912411 0.721781 0.970895 0.977522 0.987336 0.755754 0.982807 0.982427 0.784752 0.972256 0.835559 0.979025 0.979015 0.980184 0.878692 0.814117 0.972485 0.979357 0.978284 0.910397 0.957498 0.961785 0.977465 0.982808 0.962678 0.882875 0.731688 0.873748 0.975761 0.966827 0.974432 0.743008 0.771959 0.964809 0.973113 0.9728 0.97101 0.956941 0.974158 0.921564 0.970449 0.80567 0.829807 0.972509 0.956893 0.958344 0.905573 0.796143 0.954804 0.961096 0.968257 0.972216 0.90445 0.960962 0.764685 0.951979 0.793969 0.877898 0.948628 0.959919 0.944905 0.959846 0.84004 0.7842 0.963802 0.841367 0.938782 0.751293 0.954503 0.96337 0.830404 0.912709 0.817534 0.924688 0.780827 0.936068 0.957432 0.958357 0.940813 0.897728 0.954582 0.953605 0.883012 0.842872 0.855013 0.756384 0.949262 0.765128 0.889776 0.763889 0.943331 0.942141 0.74485 0.797323 0.746409 0.944402 0.85477 0.940533 0.931497 0.887317 0.902412 0.808281 0.761364 0.755279 0.860807 0.78949 0.916831 0.846203 0.914217 0.869219 0.932009 0.747741 0.807759 0.907429 0.931171 0.762894 0.882426 0.9175 0.784598 0.925804 0.921535 0.905656 0.799428 0.759811 0.904068 0.766491 0.784852 0.820543 0.754863 0.856509 0.869607 0.754291 0.759837 0.758903 0.853285 0.915558 0.907691 0.852625 0.763215 0.810497 0.832657 0.893557 0.776472 0.913298 0.794551 0.771376 0.912219 0.787104 0.907641 0.842389 0.797929 0.889781 0.893618 0.751262 0.813733 0.814043 0.766291 0.883953 0.834356 0.79744 0.907141 0.811864 0.847975 0.758405 0.878926 0.886202 0.869894 0.815895 0.794143 0.862096 0.744413 0.815347 0.870547 0.829748 0.741188 0.884124 0.882773 0.820907 0.87798 0.792543 0.885331 0.74195 0.846133
0.52 0.774597 0.92 0.932505 1 0.932568 0.921954 0.903742 0.866461 0.75557 0.875986 0.892604 0.9135 0.953471 0.882753 0.911077 0.883052 0.66738 0.886426 0.88686 0.906542 0.674751 0.907649 0.907316 0.709192 0.889896 0.784723 0.897835 0.898087 0.919739 0.840606 0.753992 0.891032 0.916879 0.91084 0.851511 0.888631 0.898111 0.913024 0.907369 0.910686 0.802152 0.679077 0.812535 0.909569 0.908948 0.900829 0.675372 0.705207 0.887493 0.902384 0.890013 0.890922 0.899151 0.902867 0.861755 0.890515 0.742201 0.755608 0.893102 0.889118 0.876174 0.835293 0.746686 0.876065 0.895001 0.895914 0.893402 0.826639 0.898555 0.698737 0.884396 0.723722 0.799185 0.867486 0.894529 0.865745 0.894152 0.774541 0.729261 0.892688 0.773871 0.871131 0.689137 0.889656 0.893836 0.75764 0.835065 0.746065 0.847443 0.708728 0.859427 0.878731 0.879656 0.86726 0.823236 0.877379 0.872989 0.807053 0.77682 0.791729 0.693167 0.877199 0.694516 0.818259 0.70177 0.865178 0.873522 0.678118 0.735013 0.68515 0.870222 0.786523 0.868304 0.853527 0.816014 0.833332 0.744844 0.694381 0.687951 0.7849 0.720014 0.841652 0.782801 0.837095 0.794382 0.858282 0.679225 0.74343 0.832662 0.852358 0.698164 0.807589 0.84163 0.718468 0.858706 0.852289 0.836869 0.735199 0.69704 0.827869 0.705447 0.713921 0.755206 0.691945 0.787169 0.801364 0.691032 0.694133 0.695911 0.787907 0.842102 0.835477 0.778087 0.697253 0.744207 0.760452 0.821085 0.711604 0.842032 0.73215 0.705951 0.835515 0.71635 0.831053 0.770736 0.732952 0.814449 0.824489 0.689083 0.745352 0.743273 0.698228 0.813125 0.762908 0.731526 0.831218 0.741244 0.776225 0.69063 0.808936 0.814582 0.795455 0.745542 0.724626 0.794899 0.682523 0.743126 0.795156 0.75763 0.679415 0.809189 0.809543 0.750254 0.80591 0.724827 0.813782 0.677999 0.776502
0.391077 0.699062 0.752071 0.99586 0.932568 1 0.962568 0.988623 0.962235 0.739668 0.948388 0.961072 0.974315 0.97159 0.951462 0.951462 0.87384 0.667498 0.951134 0.960007 0.973978 0.703074 0.966547 0.966591 0.732452 0.952496 0.789661 0.960379 0.960816 0.962746 0.83409 0.764033 0.951218 0.960366 0.959023 0.869793 0.927489 0.93321 0.956312 0.963768 0.938619 0.840997 0.678091 0.830558 0.953325 0.942483 0.952096 0.690554 0.720404 0.937208 0.949206 0.949165 0.947184 0.927768 0.95104 0.883072 0.946143 0.755958 0.781177 0.948332 0.927056 0.928448 0.86507 0.744394 0.924066 0.932806 0.941905 0.947292 0.863805 0.932939 0.713087 0.920498 0.743975 0.833786 0.916092 0.930938 0.911387 0.930819 0.792544 0.731532 0.935687 0.794329 0.903834 0.697893 0.923775 0.935095 0.78241 0.873281 0.769035 0.887793 0.728485 0.900716 0.927245 0.928445 0.906385 0.856695 0.923549 0.922303 0.839691 0.794917 0.808508 0.703205 0.916953 0.711836 0.847267 0.711307 0.9096 0.907908 0.691459 0.745905 0.692795 0.910776 0.808614 0.906274 0.895216 0.844841 0.862042 0.7577 0.708151 0.702404 0.815007 0.73873 0.878632 0.798712 0.875044 0.824398 0.896006 0.693871 0.758131 0.867854 0.89495 0.709653 0.839646 0.878905 0.732732 0.888405 0.883432 0.864903 0.749163 0.705937 0.863671 0.712928 0.7329 0.770998 0.701617 0.810516 0.824591 0.700668 0.706645 0.705012 0.806549 0.876797 0.867647 0.806345 0.710221 0.760097 0.784692 0.851777 0.724198 0.874331 0.743015 0.718977 0.872763 0.735331 0.867775 0.79534 0.74748 0.84753 0.851506 0.697858 0.763969 0.764845 0.713566 0.840516 0.786343 0.746131 0.867325 0.762486 0.801655 0.704928 0.835555 0.843378 0.825174 0.766385 0.743473 0.816303 0.689881 0.765635 0.825829 0.781271 0.686485 0.841184 0.83961 0.77179 0.834341 0.741441 0.842597 0.687798 0.799162
0.433861 0.735147 0.705024 0.973514 0.921954 0.962568 1 0.983959 0.982627 0.743988 0.978853 0.983837 0.99083 0.990487 0.982441 0.992042 0.931936 0.680965 0.981668 0.986083 0.991825 0.710405 0.989602 0.990222 0.746628 0.989056 0.79849 0.983477 0.989547 0.987417 0.878676 0.785537 0.981843 0.989974 0.987945 0.908555 0.959448 0.955206 0.985532 0.98418 0.981029 0.853075 0.688593 0.845631 0.978938 0.981225 0.9836 0.696191 0.729974 0.966362 0.977538 0.977224 0.977252 0.965843 0.979854 0.919789 0.978759 0.770545 0.80151 0.974361 0.963861 0.954479 0.890523 0.769086 0.943752 0.969809 0.96986 0.972249 0.886543 0.971469 0.720363 0.944819 0.752633 0.856461 0.941352 0.964851 0.937775 0.964579 0.811178 0.755483 0.96353 0.811691 0.93465 0.710023 0.959698 0.961356 0.799162 0.896763 0.780356 0.908536 0.744746 0.926536 0.952431 0.955477 0.93413 0.876692 0.951323 0.951127 0.860939 0.81905 0.832259 0.715839 0.943254 0.727052 0.870615 0.724658 0.935083 0.94053 0.701307 0.766958 0.703741 0.938657 0.828199 0.930323 0.921809 0.865703 0.883091 0.777657 0.722116 0.713106 0.835911 0.75138 0.898675 0.822027 0.898737 0.846054 0.920556 0.706026 0.773066 0.887355 0.91926 0.72474 0.8584 0.903077 0.749031 0.917383 0.910989 0.892997 0.763731 0.723523 0.884795 0.731818 0.748954 0.792264 0.714673 0.830215 0.847835 0.714243 0.720714 0.722296 0.830661 0.900067 0.891026 0.824884 0.724471 0.780271 0.80215 0.873362 0.739013 0.896756 0.762129 0.732831 0.89634 0.751417 0.890174 0.81261 0.762217 0.86788 0.876291 0.709993 0.781779 0.778798 0.726224 0.865175 0.80461 0.76515 0.888597 0.777351 0.817993 0.718571 0.855547 0.865131 0.845623 0.783511 0.756475 0.840147 0.705829 0.783315 0.847067 0.79998 0.702192 0.862202 0.861257 0.789222 0.854931 0.757373 0.863853 0.700149 0.818181
0.410792 0.707107 0.684653 0.989586 0.903742 0.988623 0.983959 1 0.984088 0.722491 0.966625 0.978239 0.985527 0.974598 0.969593 0.969593 0.887617 0.659478 0.967892 0.978111 0.988514 0.696827 0.980063 0.980567 0.727207 0.974068 0.778329 0.973434 0.978609 0.972397 0.840078 0.76075 0.967242 0.973954 0.972534 0.878044 0.938575 0.937913 0.96918 0.974859 0.952926 0.840467 0.667444 0.825969 0.962999 0.956759 0.967621 0.681182 0.712361 0.949742 0.961284 0.963972 0.961843 0.93927 0.963808 0.891281 0.962793 0.750173 0.781457 0.960688 0.940416 0.939616 0.869285 0.739751 0.930509 0.946891 0.953188 0.959483 0.867914 0.947042 0.703748 0.92687 0.736344 0.837264 0.925624 0.942623 0.920308 0.942477 0.78953 0.727839 0.946271 0.791666 0.911845 0.689507 0.935989 0.944125 0.780661 0.87825 0.763512 0.89286 0.724639 0.908443 0.936792 0.939605 0.914722 0.858963 0.934024 0.933984 0.841821 0.794949 0.808212 0.695364 0.925292 0.706864 0.850004 0.704023 0.918367 0.917651 0.683278 0.74274 0.683311 0.919626 0.807245 0.912272 0.903529 0.84631 0.863842 0.753999 0.701785 0.694892 0.816397 0.733272 0.882092 0.797663 0.880187 0.826479 0.902191 0.686786 0.752735 0.870457 0.902091 0.703313 0.840984 0.884438 0.727707 0.894787 0.889331 0.870006 0.743366 0.700176 0.86691 0.707503 0.728809 0.769148 0.694097 0.809563 0.825472 0.692959 0.700247 0.69915 0.807019 0.881271 0.871246 0.806101 0.704018 0.757449 0.78302 0.854113 0.717862 0.877813 0.738438 0.71245 0.877703 0.731271 0.872376 0.793565 0.741876 0.849564 0.854556 0.689479 0.760841 0.760383 0.706786 0.843424 0.784694 0.74255 0.871146 0.758716 0.799686 0.698341 0.835986 0.84508 0.826215 0.763449 0.737819 0.817334 0.683101 0.763325 0.827635 0.779993 0.67951 0.843542 0.841815 0.769196 0.835445 0.737031 0.844375 0.679703 0.797666
0.283422 0.62725 0.607332 0.972217 0.866461 0.962235 0.982627 0.984088 1 0.713532 0.993873 0.981513 0.991912 0.973279 0.993885 0.986718 0.901272 0.654643 0.990079 0.993477 0.992023 0.700168 0.990393 0.991269 0.737707 0.989718 0.779929 0.98876 0.989725 0.984177 0.850878 0.767223 0.98637 0.982081 0.984533 0.893493 0.952144 0.947634 0.977728 0.983456 0.972198 0.845157 0.66427 0.831152 0.975045 0.972322 0.979922 0.678505 0.713825 0.963503 0.973332 0.978425 0.978985 0.956305 0.976306 0.905692 0.977403 0.753453 0.788019 0.975032 0.95664 0.952481 0.879374 0.746045 0.940684 0.961222 0.965236 0.969527 0.879712 0.961621 0.703817 0.93564 0.73937 0.847686 0.937773 0.956655 0.93419 0.956481 0.796711 0.733494 0.956519 0.797008 0.925817 0.691734 0.949699 0.954512 0.785499 0.890028 0.767776 0.900278 0.73095 0.919966 0.949649 0.951116 0.926723 0.866817 0.946845 0.948137 0.851997 0.803879 0.816237 0.698038 0.935023 0.71245 0.859229 0.705686 0.92893 0.931484 0.684164 0.748515 0.685781 0.931842 0.81495 0.922861 0.914778 0.854071 0.871148 0.761331 0.705943 0.696358 0.825352 0.735905 0.890009 0.806499 0.891575 0.834638 0.912371 0.69039 0.756369 0.878022 0.913196 0.70763 0.84741 0.894892 0.732757 0.906181 0.900356 0.881316 0.74686 0.705558 0.876568 0.713197 0.734713 0.775677 0.696166 0.817306 0.834915 0.696991 0.703438 0.704416 0.814916 0.890706 0.881294 0.81348 0.707356 0.764474 0.788732 0.862491 0.722627 0.886312 0.744951 0.716103 0.888728 0.73713 0.880976 0.799709 0.74564 0.858556 0.86409 0.691714 0.766905 0.765412 0.711035 0.853306 0.791448 0.748974 0.879312 0.762908 0.805261 0.703163 0.843033 0.854082 0.835173 0.769507 0.742207 0.825521 0.686924 0.770096 0.836592 0.786564 0.683224 0.851555 0.849849 0.77544 0.843278 0.741307 0.851822 0.682543 0.804961
0.274369 0.817405 0.696475 0.787232 0.75557 0.739668 0.743988 0.722491 0.713532 1 0.746629 0.826734 0.779952 0.783675 0.757187 0.764659 0.915076 0.991051 0.788249 0.785115 0.783044 0.988505 0.792642 0.787332 0.989801 0.791886 0.993876 0.802975 0.798221 0.802205 0.962892 0.992484 0.808214 0.814502 0.810136 0.943072 0.887424 0.895837 0.832193 0.823464 0.821921 0.973928 0.993614 0.981226 0.841544 0.835067 0.830203 0.991637 0.994275 0.871032 0.84854 0.839122 0.834373 0.870918 0.840717 0.935307 0.838945 0.994378 0.987373 0.847413 0.876475 0.890737 0.957969 0.994611 0.908008 0.868237 0.867359 0.861379 0.956943 0.86472 0.994255 0.912781 0.993662 0.97123 0.910102 0.877926 0.913319 0.878422 0.988156 0.994472 0.883274 0.988314 0.920295 0.993669 0.888294 0.886564 0.988948 0.950964 0.99178 0.945706 0.991775 0.92843 0.894812 0.89267 0.921445 0.965283 0.898011 0.895657 0.970521 0.985446 0.983466 0.993789 0.913401 0.991835 0.968208 0.994626 0.92007 0.913972 0.992021 0.9934 0.993426 0.916054 0.983836 0.926349 0.932707 0.971096 0.963779 0.992409 0.992927 0.992846 0.979312 0.993592 0.952751 0.985489 0.950164 0.976971 0.935682 0.991522 0.993955 0.959807 0.934509 0.993475 0.973548 0.948359 0.993668 0.939231 0.944096 0.956035 0.99444 0.993284 0.959704 0.993838 0.992269 0.99077 0.993742 0.983081 0.977454 0.99336 0.993242 0.993226 0.983448 0.951671 0.95716 0.983141 0.993381 0.991654 0.98846 0.967173 0.994054 0.954875 0.993685 0.993995 0.952084 0.992334 0.957284 0.98687 0.994244 0.968473 0.965987 0.993659 0.991576 0.991781 0.993068 0.970294 0.987974 0.992847 0.958573 0.991999 0.986054 0.992436 0.975643 0.970632 0.976949 0.990998 0.993281 0.98051 0.99253 0.99026 0.976196 0.988437 0.992238 0.971398 0.972227 0.990315 0.974992 0.993409 0.971925 0.992166 0.98587
